13/06/2017,5254.140137,5273.870117,5248.290039,5261.740234,72390200
14/06/2017,5283.600098,5314.959961,5243.290039,5243.290039,97019900
15/06/2017,5235.359863,5235.879883,5176.669922,5216.879883,118313500
16/06/2017,5243.529785,5273.680176,5236.000000,5263.310059,164098100
19/06/2017,5305.220215,5331.319824,5302.049805,5310.720215,77527800
20/06/2017,5330.580078,5339.549805,5293.649902,5293.649902,81245800
21/06/2017,5273.000000,5286.060059,5224.049805,5274.259766,83179900
22/06/2017,5258.680176,5286.459961,5237.330078,5281.930176,80688900
23/06/2017,5273.240234,5283.879883,5247.520020,5266.120117,66693700
26/06/2017,5295.040039,5323.729980,5289.560059,5295.750000,67071900
27/06/2017,5282.870117,5284.959961,5237.669922,5258.580078,90277800
28/06/2017,5235.830078,5273.950195,5203.899902,5252.899902,96381000
29/06/2017,5268.229980,5272.939941,5143.819824,5154.350098,114605600
30/06/2017,5157.589844,5192.390137,5117.229980,5120.680176,97126700
03/07/2017,5151.189941,5200.729980,5151.189941,5195.720215,76373400
04/07/2017,5170.540039,5197.810059,5165.859863,5174.899902,56279100
05/07/2017,5174.790039,5192.509766,5160.859863,5180.100098,85258200
06/07/2017,5177.209961,5177.620117,5111.160156,5152.399902,91164900
07/07/2017,5149.790039,5155.419922,5125.990234,5145.160156,74708800
10/07/2017,5160.700195,5179.339844,5147.669922,5165.640137,60989800
11/07/2017,5172.029785,5186.439941,5135.950195,5140.600098,64875700
12/07/2017,5158.229980,5239.020020,5157.839844,5222.129883,83513800
13/07/2017,5228.930176,5259.470215,5221.580078,5235.399902,75719800
14/07/2017,5246.200195,5246.779785,5215.979980,5235.310059,60089700
17/07/2017,5238.410156,5246.229980,5214.310059,5230.169922,53978000
18/07/2017,5219.669922,5233.149902,5164.629883,5173.270020,75790200
19/07/2017,5196.129883,5218.990234,5174.290039,5216.069824,69296400
20/07/2017,5239.459961,5251.250000,5177.729980,5199.220215,78772300
21/07/2017,5188.919922,5208.850098,5095.120117,5117.660156,106403800
25/07/2017,5130.529785,5193.189941,5130.529785,5161.080078,91159700
26/07/2017,5162.240234,5208.330078,5158.790039,5190.169922,79110400
27/07/2017,5181.149902,5218.560059,5172.779785,5186.950195,99460800
28/07/2017,5144.029785,5144.029785,5105.720215,5131.390137,99859600
31/07/2017,5127.629883,5148.149902,5092.140137,5093.770020,87612000
01/08/2017,5116.899902,5148.490234,5087.379883,5127.029785,75327900
02/08/2017,5122.379883,5135.140137,5094.640137,5107.250000,82005400
03/08/2017,5097.140137,5142.910156,5084.200195,5130.490234,71167300
04/08/2017,5122.399902,5216.399902,5118.609863,5203.439941,78567600
07/08/2017,5210.729980,5220.589844,5195.259766,5207.890137,63788300
08/08/2017,5200.200195,5231.649902,5191.379883,5218.890137,62058600
09/08/2017,5182.049805,5183.370117,5122.500000,5145.700195,84579800
10/08/2017,5140.990234,5148.470215,5096.189941,5115.229980,71793700
11/08/2017,5081.919922,5086.060059,5046.750000,5060.919922,86172400
14/08/2017,5082.870117,5136.189941,5080.009766,5121.669922,57283400
15/08/2017,5141.020020,5158.500000,5123.970215,5140.250000,48077600
16/08/2017,5159.100098,5200.160156,5159.100098,5176.609863,55940500
17/08/2017,5164.540039,5180.259766,5137.419922,5146.850098,64545000
18/08/2017,5103.470215,5117.040039,5074.450195,5114.149902,73461700
21/08/2017,5091.310059,5105.939941,5066.189941,5087.589844,59101700
22/08/2017,5112.129883,5137.540039,5101.680176,5131.859863,57269900
23/08/2017,5125.029785,5149.080078,5105.549805,5115.390137,58660400
24/08/2017,5127.709961,5136.299805,5111.859863,5113.129883,55558700
25/08/2017,5121.479980,5141.049805,5098.509766,5104.330078,57203600
28/08/2017,5076.470215,5106.250000,5066.009766,5079.750000,37172200
29/08/2017,5035.379883,5041.890137,4995.069824,5031.919922,83662800
30/08/2017,5063.240234,5069.120117,5046.069824,5056.339844,61690100
31/08/2017,5083.120117,5104.779785,5068.439941,5085.589844,108192000
01/09/2017,5117.189941,5138.419922,5115.950195,5123.259766,75774600
04/09/2017,5088.279785,5114.700195,5088.279785,5103.970215,44171300
05/09/2017,5107.189941,5125.799805,5081.080078,5086.560059,72150200
06/09/2017,5054.319824,5114.290039,5050.089844,5101.410156,173147800
07/09/2017,5118.839844,5148.060059,5103.149902,5114.620117,84862300
08/09/2017,5099.310059,5117.890137,5086.509766,5113.490234,84096300
11/09/2017,5145.779785,5180.250000,5145.779785,5176.709961,76915100
12/09/2017,5192.750000,5219.080078,5184.470215,5209.009766,79355100
13/09/2017,5205.209961,5227.000000,5200.209961,5217.589844,86353100
14/09/2017,5205.180176,5233.540039,5201.649902,5225.200195,79396000
15/09/2017,5220.890137,5237.169922,5201.970215,5213.910156,259691200
18/09/2017,5231.990234,5239.879883,5221.560059,5229.319824,61537100
19/09/2017,5223.290039,5238.290039,5219.709961,5237.439941,66921900
20/09/2017,5230.509766,5248.790039,5230.020020,5241.660156,65750000
21/09/2017,5259.020020,5275.419922,5257.439941,5267.290039,84829300
22/09/2017,5277.390137,5295.930176,5271.879883,5281.290039,71447900
25/09/2017,5267.990234,5286.830078,5260.459961,5267.129883,64221800
26/09/2017,5263.950195,5274.580078,5255.109863,5268.759766,70839200
27/09/2017,5281.299805,5289.890137,5272.319824,5281.959961,74049900
28/09/2017,5286.049805,5295.270020,5279.100098,5293.770020,67809900
29/09/2017,5297.419922,5329.810059,5284.740234,5329.810059,85230900
02/10/2017,5332.919922,5350.439941,5326.660156,5350.439941,68575600
03/10/2017,5362.750000,5370.890137,5355.299805,5367.410156,58748500
